Chr	Start	End	ENSGID	Gene	HI	TS	GHIS	Episcores	LOEUF	pLI	Morbid_gene	OMIM_gene	Zscore_gene
chr1	16888814	16940057	ENSG00000219481	NBPF1	NA	NA	NA	0.245883333	1.15	0.00	0	1	-1.09
chr1	17066768	17299474	ENSG00000058453	CROCC	NA	NA	0.482507433	0.129966667	0.71	0.00	0	1	-0.35
chr1	17300997	17307330	ENSG00000117122	MFAP2	NA	NA	0.631786083	0.3034	1.23	0.00	0	1	1.03
chr1	17312453	17338423	ENSG00000159363	ATP13A2	30	NA	0.567647646	0.308383333	0.58	0.00	1	1	1.40
chr1	17345217	17380665	ENSG00000117118	SDHB	3	0	0.42925208	0.194766667	0.82	0.00	1	1	-0.10
chr1	17393256	17445948	ENSG00000117115	PADI2	NA	NA	0.449421643	0.283866667	0.89	0.00	0	1	0.49
chr1	17531621	17572500	ENSG00000142623	PADI1	NA	NA	0.512818296	0.270166667	1.14	0.00	0	1	-1.05
chr1	17575593	17610728	ENSG00000142619	PADI3	NA	NA	NA	0.23455	0.94	0.00	1	1	0.17
chr1	17634690	17690499	ENSG00000159339	PADI4	NA	NA	0.409113231	0.20045	1.14	0.00	1	1	-0.08
chr1	17733256	17766220	ENSG00000179051	RCC2	NA	NA	0.580774466	0.6876	0.33	0.96	0	1	3.09
chr1	17866330	18024369	ENSG00000074964	ARHGEF10L	NA	NA	0.503254152	0.422233333	0.44	0.00	0	1	1.51
chr1	18081808	18153558	ENSG00000117148	ACTL8	NA	NA	0.403516612	0.079583333	1.12	0.32	0	0	0.88
chr1	18434240	18704977	ENSG00000117154	IGSF21	NA	NA	0.586344767	0.596133333	0.53	0.21	0	0	0.32
chr1	18807424	18812478	ENSG00000179023	KLHDC7A	NA	NA	NA	0.161816667	1.60	0.00	0	0	0.49
chr1	18957500	19075360	ENSG00000009709	PAX7	NA	NA	0.477507977	0.703116667	0.56	0.14	1	1	0.80
chr1	19166093	19186176	ENSG00000179002	TAS1R2	NA	NA	NA	0.1576	1.29	0.00	0	1	-0.57
chr1	19197926	19229275	ENSG00000159423	ALDH4A1	30	0	0.401285156	0.17335	0.71	0.00	1	1	-0.05
chr1	19230775	19283180	ENSG00000169991	IFFO2	NA	NA	0.40468325	0.58455	0.42	0.73	0	0	2.49
chr1	19401000	19536770	ENSG00000127481	UBR4	NA	NA	0.643417943	0.685183333	0.10	1.00	0	1	5.68
chr1	19542158	19578046	ENSG00000127463	EMC1	NA	NA	0.589670595	0.39245	1.01	0.00	1	1	1.35
chr1	19578033	19586622	ENSG00000053372	MRTO4	NA	NA	0.622905074	0.392366667	0.23	0.99	1	0	-0.04
chr1	19609052	19615744	ENSG00000162482	AKR7A3	NA	NA	NA	0.09125	1.93	0.00	0	1	-0.17
chr1	19630459	19638640	ENSG00000053371	AKR7A2	NA	NA	0.419555361	0.2363	1.52	0.00	0	1	-0.42
chr1	19638820	19655794	ENSG00000040487	PQLC2	NA	NA	0.527653596	0.213733333	1.00	0.00	0	1	0.98
chr1	19665267	19812066	ENSG00000077549	CAPZB	NA	NA	0.602888337	0.753883333	0.38	0.91	0	1	2.83
chr1	19923473	19984549	ENSG00000270136	MINOS1-NBL1	NA	NA	NA	0.401716667	1.02	0.06	0	1	1.52
chr1	19923477	19956314	ENSG00000173436	MINOS1	NA	NA	0.547742536	0.401716667	0.58	0.79	0	1	-0.04
chr1	19967048	19984945	ENSG00000158747	NBL1	NA	NA	0.556439699	0.371333333	1.02	0.06	0	1	1.52
chr1	19991780	20006055	ENSG00000158748	HTR6	NA	NA	0.508460183	0.269733333	1.27	0.00	0	1	0.34
chr1	20008706	20126438	ENSG00000162542	TMCO4	NA	NA	0.475226329	0.20755	1.30	0.00	0	0	0.18
chr1	20140523	20141771	ENSG00000178828	RNF186	NA	NA	NA	0.1912	1.39	0.08	0	1	-0.16
chr1	20209006	20239438	ENSG00000169914	OTUD3	NA	NA	0.504519065	0.367633333	0.92	0.00	0	1	0.77
chr1	20246502	20250110	ENSG00000188784	PLA2G2E	NA	NA	0.4264892	0.098466667	1.74	0.00	0	1	0.29
chr1	20301925	20306932	ENSG00000188257	PLA2G2A	NA	NA	0.41351837	0.280633333	1.29	0.10	1	1	0.68
chr1	20354672	20417683	ENSG00000127472	PLA2G5	NA	NA	0.499368526	0.194316667	1.57	0.00	1	1	0.27
chr1	20438432	20446050	ENSG00000117215	PLA2G2D	NA	NA	NA	0.140083333	1.79	0.00	0	1	-0.41
chr1	20465819	20476879	ENSG00000158786	PLA2G2F	NA	NA	0.473123106	0.11775	1.82	0.00	0	1	-0.28
chr1	20487746	20503917	ENSG00000187980	PLA2G2C	NA	NA	NA	0.320816667	1.22	0.04	0	0	-0.03
chr1	20510735	20512979	ENSG00000225986	UBXN10-AS1	NA	NA	NA	NA	1.22	0.04	0	0	-0.03
chr1	20512578	20522541	ENSG00000162543	UBXN10	NA	NA	0.516645307	0.430416667	1.13	0.01	0	1	0.23
chr1	20617412	20681387	ENSG00000158816	VWA5B1	NA	NA	NA	0.432683333	1.27	0.00	0	0	0.97
chr1	20808884	20812713	ENSG00000162545	CAMK2N1	NA	NA	0.564421002	0.7726	1.67	0.17	0	1	1.44
chr1	20825943	20834654	ENSG00000090432	MUL1	NA	NA	0.484057984	0.2082	1.15	0.00	0	1	0.86
chr1	20878932	20881512	ENSG00000183114	FAM43B	NA	NA	0.599670563	0.715883333	1.24	0.11	0	0	0.57
chr1	20915441	20945401	ENSG00000158825	CDA	NA	NA	0.571394016	0.265	1.32	0.01	0	1	0.30
chr1	20959948	20978004	ENSG00000158828	PINK1	30	NA	0.506527117	0.220066667	1.14	0.00	1	1	0.13
chr1	20969150	20978686	ENSG00000117242	PINK1-AS	NA	NA	NA	NA	NA	NA	0	0	NA
chr1	20978270	20988000	ENSG00000244038	DDOST	30	0	0.59265893	0.256583333	0.73	0.00	1	1	0.79
chr1	20990507	21044510	ENSG00000117245	KIF17	NA	NA	0.427917788	0.090716667	1.05	0.00	0	1	0.29
chr1	21046225	21059330	ENSG00000189410	SH2D5	NA	NA	0.538900613	0.281383333	1.09	0.00	0	0	0.68
chr1	21069154	21113816	ENSG00000127483	HP1BP3	NA	NA	0.617406102	0.620216667	0.30	0.98	0	1	2.21
chr1	21132963	21503377	ENSG00000075151	EIF4G3	NA	NA	0.483822601	0.453383333	0.11	1.00	0	1	2.97
chr1	21543740	21671997	ENSG00000117298	ECE1	NA	NA	0.593035939	0.451966667	0.32	0.96	1	1	2.31
chr1	21766621	21811498	ENSG00000142794	NBPF3	NA	NA	NA	0.1971	1.15	0.00	0	1	-0.03
chr1	21835858	21904905	ENSG00000162551	ALPL	NA	NA	0.479977463	0.162016667	0.69	0.00	1	1	1.27
chr1	21922708	21995801	ENSG00000076864	RAP1GAP	NA	NA	0.568744259	0.473783333	0.35	0.84	0	1	2.30
chr1	22004791	22110099	ENSG00000090686	USP48	NA	NA	0.629203337	0.49215	0.16	1.00	0	1	4.37
chr1	22138758	22151714	ENSG00000187942	LDLRAD2	NA	NA	0.5091716	0.006333333	1.24	0.00	0	0	-0.19
chr1	22148738	22263790	ENSG00000142798	HSPG2	30	0	0.588648157	0.165366667	0.41	0.00	1	1	1.14
chr1	22303514	22325135	ENSG00000219073	CELA3B	NA	NA	NA	0.05735	1.63	0.00	0	1	-0.81
chr1	22328149	22339032	ENSG00000142789	CELA3A	NA	NA	0.418756277	0.11455	1.30	0.00	0	1	-0.79
chr1	22379120	22419437	ENSG00000070831	CDC42	NA	NA	0.64624447	0.474383333	0.50	0.79	1	1	3.04
chr1	22385690	22390692	ENSG00000230068	CDC42-IT1	NA	NA	NA	NA	NA	NA	0	0	NA
chr1	22443798	22470462	ENSG00000162552	WNT4	NA	NA	0.605551464	0.472166667	0.65	0.13	1	1	1.61
chr1	22778344	22857650	ENSG00000184677	ZBTB40	NA	NA	0.542677441	0.347066667	0.69	0.00	0	1	1.10
chr1	22843967	22846201	ENSG00000237200	ZBTB40-IT1	NA	NA	NA	NA	NA	NA	0	0	NA
chr1	22890057	22930087	ENSG00000070886	EPHA8	NA	NA	0.426673154	0.555983333	0.71	0.00	0	1	0.71
chr1	22962999	22966101	ENSG00000173372	C1QA	NA	NA	0.420048371	0.486616667	1.15	0.00	1	1	1.29
chr1	22970123	22974603	ENSG00000159189	C1QC	NA	NA	0.4871572	0.44435	1.09	0.05	1	1	0.43
chr1	22979255	22988031	ENSG00000173369	C1QB	30	0	0.39504085	0.406533333	1.04	0.15	1	1	1.29
chr1	23037332	23241818	ENSG00000133216	EPHB2	NA	NA	0.536322063	0.383033333	0.18	1.00	1	1	2.45
chr1	23279536	23291831	ENSG00000215906	LACTBL1	NA	NA	0.407220574	0.33075	1.08	0.00	0	0	1.30
chr1	23337327	23342343	ENSG00000227868	C1orf234	NA	NA	0.396719929	0.601316667	1.82	0.01	0	0	1.01
chr1	23345941	23410182	ENSG00000004487	KDM1A	NA	NA	0.667036341	0.601533333	0.28	1.00	1	1	4.68
chr1	23410516	23504301	ENSG00000169641	LUZP1	NA	NA	0.499232915	0.4905	0.40	0.53	0	1	0.72
chr1	23516993	23521222	ENSG00000179546	HTR1D	NA	NA	0.548424711	0.102466667	1.30	0.00	0	1	0.09
chr1	23630264	23670829	ENSG00000125944	HNRNPR	NA	NA	0.725131018	0.89125	0.21	1.00	0	1	3.54
chr1	23685941	23695935	ENSG00000125945	ZNF436	NA	NA	0.57665301	0.66575	0.88	0.00	0	1	0.97
chr1	23695490	23698332	ENSG00000249087	C1orf213	NA	NA	0.405419962	0.61535	1.86	0.03	0	0	-1.03
chr1	23707554	23751233	ENSG00000204219	TCEA3	NA	NA	0.532002021	0.34935	0.73	0.00	0	1	0.95
chr1	23755056	23811061	ENSG00000088280	ASAP3	NA	NA	0.503733872	0.3664	0.71	0.00	0	1	1.36
chr1	23832922	23857712	ENSG00000007968	E2F2	NA	NA	0.40543485	0.297633333	0.56	0.26	0	1	1.00
chr1	23884409	23886285	ENSG00000117318	ID3	NA	NA	0.417690369	0.7083	0.71	0.72	0	1	-1.02
chr1	23907985	23967058	ENSG00000197880	MDS2	NA	NA	0.394003665	0.121166667	0.98	0.38	0	1	0.95
chr1	24018269	24022915	ENSG00000142676	RPL11	NA	NA	0.601298416	0.517033333	0.30	0.96	1	1	1.69
chr1	24069645	24088549	ENSG00000011007	TCEB3	NA	NA	0.488443412	0.5705	0.12	1.00	0	1	1.79
chr1	24104895	24114722	ENSG00000057757	PITHD1	NA	NA	0.67316282	0.444866667	0.96	0.01	0	1	1.23
chr1	24117460	24122029	ENSG00000011009	LYPLA2	NA	NA	0.590889617	0.187616667	0.34	0.95	0	1	1.70
chr1	24122089	24127271	ENSG00000117308	GALE	NA	NA	0.49266418	0.079033333	1.39	0.00	1	1	-0.32
chr1	24128375	24165110	ENSG00000117305	HMGCL	NA	NA	0.533564512	0.162416667	1.11	0.00	1	1	0.46
chr1	24171567	24194784	ENSG00000179163	FUCA1	NA	NA	0.38167392	0.2344	0.94	0.00	1	1	0.85
chr1	24197016	24285549	ENSG00000188822	CNR2	NA	NA	0.410173036	0.517383333	1.07	0.00	0	1	-1.01
chr1	24285599	24289952	ENSG00000189266	PNRC2	NA	NA	0.587008044	0.516116667	1.83	0.34	0	1	0.19
chr1	24291294	24307417	ENSG00000188529	SRSF10	NA	NA	0.640029989	0.795416667	1.64	0.42	0	1	0.59
chr1	24382525	24438665	ENSG00000142661	MYOM3	NA	NA	0.462363004	0.2636	1.11	0.00	0	1	-0.65
chr1	24446261	24469611	ENSG00000142677	IL22RA1	NA	NA	NA	0.365316667	0.63	0.01	0	1	0.18
chr1	24480647	24514449	ENSG00000185436	IFNLR1	NA	NA	0.526462887	0.291016667	0.76	0.06	0	1	0.77
chr1	24645812	24690972	ENSG00000158055	GRHL3	NA	NA	0.448910113	0.4758	0.28	0.99	1	1	1.42
chr1	24683489	24743424	ENSG00000001460	STPG1	NA	NA	0.475007769	0.3623	1.34	0.00	0	1	0.25
chr1	24742284	24799466	ENSG00000001461	NIPAL3	NA	NA	0.603293539	0.36085	0.84	0.00	0	0	0.68
chr1	24829387	24867530	ENSG00000117602	RCAN3	NA	NA	0.48618747	0.442066667	1.31	0.00	0	1	0.63
chr1	24882602	24935819	ENSG00000184454	NCMAP	NA	NA	0.40146396	0.156116667	1.76	0.04	0	0	0.18
chr1	24958207	24999758	ENSG00000133226	SRRM1	NA	NA	0.611343207	0.729183333	0.15	1.00	0	1	1.46
chr1	25071848	25170815	ENSG00000169504	CLIC4	NA	NA	0.671515346	0.815266667	1.16	0.00	0	1	0.79
chr1	25226002	25291612	ENSG00000020633	RUNX3	NA	NA	0.618968365	0.543866667	0.42	0.84	0	1	2.69
chr1	25549170	25558993	ENSG00000117614	SYF2	NA	NA	0.407892065	0.23685	0.83	0.01	0	1	0.26
chr1	25568728	25664704	ENSG00000117616	C1orf63	NA	NA	0.393410275	0.527516667	1.83	0.00	0	0	0.14
chr1	25598884	25656936	ENSG00000187010	RHD	NA	NA	NA	0.1027	0.95	0.00	1	1	-0.33
chr1	25664408	25688852	ENSG00000183726	TMEM50A	NA	NA	0.504826891	0.66965	0.74	0.16	0	1	0.70
chr1	25688740	25756683	ENSG00000188672	RHCE	NA	NA	NA	0.7053	0.77	0.00	1	1	0.40
chr1	25757388	25826700	ENSG00000204178	TMEM57	NA	NA	0.581726306	0.708233333	0.26	1.00	0	1	3.13
chr1	25870071	25895377	ENSG00000157978	LDLRAP1	NA	NA	0.44301019	0.216216667	1.16	0.00	1	1	-0.20
chr1	25943959	26112698	ENSG00000117643	MAN1C1	NA	NA	0.549583666	0.616216667	0.43	0.21	0	1	1.66
chr1	26126667	26144713	ENSG00000162430	SEPN1	NA	NA	0.447236052	0.1966	1.02	0.00	1	1	0.42
chr1	26145131	26159432	ENSG00000117640	MTFR1L	NA	NA	0.524636424	0.311283333	0.61	0.31	0	0	1.05
chr1	26158414	26185903	ENSG00000127423	AUNIP	NA	NA	0.482398	0.083216667	1.58	0.00	0	0	0.30
chr1	26187701	26197744	ENSG00000182749	PAQR7	NA	NA	0.528912669	0.101866667	1.18	0.00	0	1	0.95
chr1	26210672	26233482	ENSG00000117632	STMN1	NA	NA	0.406754382	0.659233333	0.94	0.08	0	1	1.61
chr1	26286258	26324648	ENSG00000158006	PAFAH2	NA	NA	0.444918635	0.236033333	1.11	0.00	0	1	-0.12
chr1	26346375	26362955	ENSG00000158008	EXTL1	NA	NA	0.517068089	0.23015	1.08	0.00	0	1	0.90
chr1	26363743	26372624	ENSG00000158014	SLC30A2	NA	NA	0.442883597	0.55185	0.61	0.08	1	1	0.93
chr1	26377795	26394927	ENSG00000158022	TRIM63	NA	NA	0.5233022	0.351416667	1.47	0.00	0	1	-0.18
chr1	26437664	26452034	ENSG00000175087	PDIK1L	NA	NA	0.633114287	0.38085	0.64	0.26	0	1	3.27
chr1	26485511	26489119	ENSG00000197245	FAM110D	NA	NA	0.4235219	0.421333333	0.95	0.39	0	0	1.14
chr1	26496362	26498551	ENSG00000142684	ZNF593	NA	NA	NA	0.354433333	1.69	0.00	0	1	0.75
chr1	26503894	26516377	ENSG00000142675	CNKSR1	NA	NA	0.449716217	0.081033333	1.28	0.00	0	1	0.57
chr1	26517052	26529459	ENSG00000188782	CATSPER4	NA	NA	NA	0.064666667	1.12	0.00	0	1	0.37
chr1	26560691	26605299	ENSG00000130695	CEP85	NA	NA	0.521447687	0.353766667	0.53	0.00	0	1	0.22
chr1	26605667	26608007	ENSG00000142669	SH3BGRL3	NA	NA	0.627969771	0.275983333	1.06	0.15	0	1	0.27
chr1	26607819	26644854	ENSG00000158062	UBXN11	NA	NA	0.434337008	0.245233333	1.14	0.00	0	1	0.32
chr1	26644448	26647014	ENSG00000169442	CD52	NA	NA	NA	0.179016667	1.70	0.40	0	1	0.51
chr1	26648350	26680621	ENSG00000176092	AIM1L	NA	NA	0.462352247	0.110433333	0.79	0.00	0	1	1.32
chr1	26688125	26701013	ENSG00000176083	ZNF683	NA	NA	0.405501079	0.167416667	1.34	0.00	0	1	-0.10
chr1	26737269	26756213	ENSG00000131914	LIN28A	NA	NA	0.469224517	0.463733333	1.03	0.02	0	1	0.71
chr1	26758773	26797785	ENSG00000117682	DHDDS	NA	NA	0.556825226	0.3238	0.51	0.25	1	1	1.09
chr1	26798941	26802463	ENSG00000198830	HMGN2	NA	NA	0.654558995	0.49725	0.46	0.86	0	1	0.03
chr1	26856252	26901521	ENSG00000117676	RPS6KA1	NA	NA	0.611622583	0.22885	0.52	0.00	0	1	2.99
chr1	27022524	27108595	ENSG00000117713	ARID1A	3	0	0.683008801	0.749016667	0.07	1.00	1	1	3.66
chr1	27113963	27124889	ENSG00000060642	PIGV	NA	NA	0.560405979	0.530616667	1.24	0.00	1	1	0.40
chr1	27153201	27184093	ENSG00000204160	ZDHHC18	NA	NA	0.644236539	0.352433333	0.81	0.00	0	0	1.66
chr1	27189633	27190947	ENSG00000175793	SFN	NA	NA	0.607067996	0.1792	0.77	0.02	0	1	1.01
chr1	27202624	27216788	ENSG00000142751	GPN2	NA	NA	0.591454898	0.056333333	0.85	0.01	0	0	0.17
chr1	27216979	27226957	ENSG00000198746	GPATCH3	NA	NA	0.522543563	0.230466667	1.26	0.00	0	1	-0.23
chr1	27226729	27273353	ENSG00000090273	NUDC	NA	NA	0.597204481	0.16775	0.38	0.89	0	1	0.79
chr1	27237980	27240457	ENSG00000131910	NR0B2	NA	NA	0.460993057	0.135833333	1.64	0.00	1	1	0.25
chr1	27276053	27286897	ENSG00000175707	C1orf172	NA	NA	0.508019517	0.235816667	0.62	0.15	1	1	0.90
chr1	27320198	27327389	ENSG00000253368	TRNP1	NA	NA	NA	0.511933333	1.75	0.38	0	1	0.64
chr1	27331511	27339327	ENSG00000158246	FAM46B	NA	NA	0.558182493	0.47085	0.72	0.18	0	1	0.57
chr1	27425306	27493472	ENSG00000090020	SLC9A1	NA	NA	0.540266746	0.43	0.38	0.79	1	1	3.55
chr1	27561007	27635110	ENSG00000142784	WDTC1	NA	NA	0.529484149	0.298666667	0.23	1.00	0	1	3.81
chr1	27648651	27662891	ENSG00000186501	TMEM222	NA	NA	0.579158688	0.4055	1.49	0.00	0	1	0.44
chr1	27668513	27680421	ENSG00000142765	SYTL1	NA	NA	0.505600715	0.0369	1.06	0.00	0	1	1.30
chr1	27681675	27693383	ENSG00000142733	MAP3K6	NA	NA	0.509774938	0.067916667	0.77	0.00	0	1	1.24
chr1	27695603	27701315	ENSG00000142748	FCN3	NA	NA	0.439413805	0.0148	0.90	0.00	1	1	0.42
chr1	27705666	27709870	ENSG00000174950	CD164L2	NA	NA	0.485646502	0.013516667	1.57	0.00	0	0	0.20
chr1	27719148	27722318	ENSG00000181773	GPR3	NA	NA	0.429583624	0.04825	1.54	0.00	0	1	0.94
chr1	27730730	27816669	ENSG00000158195	WASF2	NA	NA	0.49261142	0.444383333	0.31	0.98	0	1	1.77
chr1	27860546	27930942	ENSG00000126705	AHDC1	3	0	0.581050685	0.518533333	0.08	1.00	1	1	2.86
chr1	27938575	27961788	ENSG00000000938	FGR	NA	NA	0.642455296	0.18625	0.42	0.48	0	1	2.78
chr1	27992572	27998729	ENSG00000126709	IFI6	NA	NA	0.486143013	0.170516667	1.65	0.01	0	1	1.32
chr1	28052490	28089633	ENSG00000009780	FAM76A	NA	NA	0.583331895	0.226333333	0.93	0.00	0	0	1.82
chr1	28099694	28150963	ENSG00000117758	STX12	NA	NA	0.596715468	0.4193	0.34	0.96	0	1	0.95
chr1	28157289	28178187	ENSG00000117751	PPP1R8	NA	NA	0.600004869	0.389233333	0.22	0.99	0	1	2.91
chr1	28199055	28213196	ENSG00000130775	THEMIS2	NA	NA	0.529017263	0.102733333	0.71	0.00	0	1	1.24
chr1	28218035	28241257	ENSG00000117748	RPA2	NA	NA	0.53290979	0.151583333	0.25	1.00	0	1	2.97
chr1	28261504	28285668	ENSG00000130768	SMPDL3B	NA	NA	0.456575499	0.10615	1.27	0.00	0	1	0.69
chr1	28285973	28294607	ENSG00000158156	XKR8	NA	NA	0.541868828	0.1531	1.47	0.00	0	1	1.46
chr1	28296855	28415207	ENSG00000158161	EYA3	NA	NA	0.607390239	0.342816667	0.26	1.00	0	1	1.94
chr1	28473677	28520447	ENSG00000169403	PTAFR	NA	NA	0.437766841	0.15925	0.85	0.24	0	1	1.45
chr1	28525967	28559536	ENSG00000126698	DNAJC8	NA	NA	0.656521341	0.19335	0.59	0.05	0	0	1.56
chr1	28562620	28573417	ENSG00000130770	ATPIF1	NA	NA	0.606731173	0.195366667	1.76	0.00	0	1	-0.12
chr1	28586038	28609002	ENSG00000130766	SESN2	NA	NA	0.465489834	0.491816667	0.91	0.00	0	1	1.65
chr1	28655513	28662476	ENSG00000130772	MED18	NA	NA	0.549201678	0.08235	1.67	0.00	0	1	1.05
chr1	28696114	28826881	ENSG00000204138	PHACTR4	NA	NA	0.49225072	0.244	0.69	0.00	0	1	1.10
chr1	28832455	28865812	ENSG00000180198	RCC1	NA	NA	0.612396995	0.747466667	0.36	0.93	0	1	1.68
chr1	28832492	28837404	ENSG00000242125	SNHG3	NA	NA	NA	NA	NA	NA	0	1	NA
chr1	28879597	28905051	ENSG00000180098	TRNAU1AP	NA	NA	0.546746493	0.18175	0.82	0.00	0	1	1.67
chr1	28905050	28909495	ENSG00000197989	SNHG12	NA	NA	NA	NA	NA	NA	0	0	NA
chr1	28915835	28969597	ENSG00000120656	TAF12	NA	NA	0.50901529	0.08975	0.32	0.95	0	1	1.29
chr1	28918712	28921955	ENSG00000188060	RAB42	NA	NA	NA	0.07665	1.94	0.00	0	0	-0.11
chr1	28995244	29045865	ENSG00000162419	GMEB1	NA	NA	0.58611305	0.168566667	0.29	0.99	0	1	2.37
chr1	29063133	29096287	ENSG00000198492	YTHDF2	NA	NA	0.589072227	0.6893	0.14	1.00	0	1	2.27
chr1	29138654	29190208	ENSG00000116329	OPRD1	NA	NA	0.423888243	0.4223	1.19	0.00	0	1	1.58
chr1	29213603	29446553	ENSG00000159023	EPB41	NA	NA	0.493733993	0.405466667	0.52	0.00	1	1	0.92
chr1	29445940	29450447	ENSG00000253304	TMEM200B	NA	NA	0.583576998	0.658633333	1.38	0.00	0	0	0.24
chr1	29474255	29508499	ENSG00000116350	SRSF4	NA	NA	0.581026535	0.5931	0.38	0.87	0	1	2.40
chr1	29519385	29557454	ENSG00000116353	MECR	NA	NA	0.422069049	0.350533333	0.85	0.00	1	1	0.11
chr1	29563028	29653325	ENSG00000060656	PTPRU	NA	NA	0.531164994	0.4366	0.34	0.39	1	1	2.45
chr1	31184124	31196434	ENSG00000162510	MATN1	NA	NA	0.461281179	0.128783333	0.80	0.00	0	1	0.55
chr1	31191351	31199674	ENSG00000186056	MATN1-AS1	NA	NA	NA	NA	NA	NA	0	0	NA
chr1	31205316	31230667	ENSG00000162511	LAPTM5	NA	NA	0.5234852	0.299266667	0.40	0.90	0	1	0.49
chr1	31342314	31381608	ENSG00000162512	SDC3	NA	NA	0.506867337	0.403616667	0.66	0.41	1	1	0.18
chr1	31404353	31538838	ENSG00000134644	PUM1	NA	NA	0.620746389	0.73	0.13	1.00	0	1	4.42
chr1	31652592	31712401	ENSG00000084628	NKAIN1	NA	NA	0.537620819	0.333816667	0.66	0.25	0	1	1.58
chr1	31732417	31769662	ENSG00000060688	SNRNP40	NA	NA	0.692257734	0.454083333	0.40	0.85	0	1	1.55
chr1	31769842	31837783	ENSG00000121766	ZCCHC17	NA	NA	0.595395934	0.465816667	0.84	0.01	0	1	0.30
chr1	31838472	31849697	ENSG00000121769	FABP3	NA	NA	0.442185315	0.30165	0.86	0.44	0	1	0.42
chr1	31882412	31907525	ENSG00000168528	SERINC2	NA	NA	0.43687708	0.404666667	1.25	0.00	0	1	-0.26
chr1	32042116	32053288	ENSG00000142910	TINAGL1	30	0	0.594728822	0.393183333	0.64	0.00	1	1	1.27
chr1	32083287	32098119	ENSG00000121764	HCRTR1	NA	NA	0.4248907	0.067516667	0.86	0.00	0	1	1.30
chr1	32095463	32110497	ENSG00000162517	PEF1	NA	NA	0.568977322	0.3674	1.06	0.00	0	1	0.28
chr1	32117848	32169920	ENSG00000084636	COL16A1	40	0	0.486889071	0.382466667	0.63	0.00	0	1	1.09
chr1	32192718	32230494	ENSG00000121753	BAI2	NA	NA	0.538789887	0.421066667	0.25	1.00	0	1	4.49
chr1	32256023	32281652	ENSG00000134668	SPOCD1	NA	NA	NA	0.068183333	0.81	0.00	0	1	1.02
chr1	32372022	32410457	ENSG00000184007	PTP4A2	NA	NA	0.546548483	0.61285	0.28	0.97	0	1	2.07
chr1	32479430	32526451	ENSG00000121774	KHDRBS1	NA	NA	0.673772488	0.9103	0.24	0.99	0	1	2.42
chr1	32537632	32568467	ENSG00000121775	TMEM39B	NA	NA	0.643980752	0.191766667	0.62	0.01	0	0	1.85
chr1	32573639	32642169	ENSG00000025800	KPNA6	NA	NA	0.639397702	0.213383333	0.22	1.00	0	1	3.34
chr1	32645287	32663886	ENSG00000084652	TXLNA	NA	NA	0.60267381	0.3207	0.24	1.00	0	1	1.58
chr1	32665987	32670988	ENSG00000160050	CCDC28B	NA	NA	0.512038256	0.112466667	1.92	0.00	1	1	1.03
chr1	32671236	32674288	ENSG00000160051	IQCC	NA	NA	0.567920705	0.102916667	1.23	0.00	0	0	-0.32
chr1	32674695	32681797	ENSG00000222046	DCDC2B	NA	NA	0.485196577	0.047866667	1.21	0.00	0	0	-0.19
chr1	32680073	32687972	ENSG00000160055	TMEM234	NA	NA	0.425399667	0.29235	1.87	0.00	0	0	0.29
chr1	32687529	32697205	ENSG00000084623	EIF3I	NA	NA	0.676565307	0.290933333	0.35	0.95	0	1	2.46
chr1	32712834	32714457	ENSG00000183615	FAM167B	NA	NA	0.494132972	0.275766667	1.65	0.00	0	0	0.37
chr1	32716840	32751766	ENSG00000182866	LCK	NA	NA	0.407108826	0.265083333	0.21	1.00	1	1	3.48
chr1	32757687	32799236	ENSG00000116478	HDAC1	NA	NA	0.63121862	0.140283333	0.41	0.61	0	1	3.04
chr1	32799433	32801980	ENSG00000175130	MARCKSL1	NA	NA	0.607497797	0.353233333	1.63	0.01	0	1	-0.19
chr1	32817122	32829913	ENSG00000162526	TSSK3	NA	NA	0.602154247	0.030666667	1.04	0.06	0	1	0.01
chr1	32826871	32829879	ENSG00000225828	FAM229A	NA	NA	0.453196989	0.0301	1.91	0.08	0	0	0.21
chr1	32830704	32860332	ENSG00000160058	BSDC1	NA	NA	0.576704854	0.392683333	0.58	0.02	0	1	0.63
chr1	32930670	32962287	ENSG00000273274	ZBTB8B	NA	NA	NA	0.484633333	0.90	0.00	0	0	2.62
chr1	33005028	33071540	ENSG00000160062	ZBTB8A	NA	NA	0.503017217	0.377816667	0.74	0.00	0	1	1.74
chr1	33065773	33116504	ENSG00000176261	ZBTB8OS	NA	NA	0.563929187	0.73385	0.49	0.71	0	1	0.59
chr1	33116743	33151812	ENSG00000162521	RBBP4	NA	NA	0.725506878	0.700833333	0.25	1.00	0	1	4.63
chr1	33145507	33169197	ENSG00000162520	SYNC	NA	NA	NA	0.2277	0.87	0.00	0	1	0.67
chr1	33207486	33240571	ENSG00000162522	KIAA1522	NA	NA	0.450554693	0.281633333	0.53	0.03	0	0	0.07
chr1	33240840	33283754	ENSG00000134684	YARS	NA	NA	0.522341265	0.85575	0.62	0.00	1	1	1.14
chr1	33282368	33324476	ENSG00000116497	S100PBP	NA	NA	0.603813547	0.82655	0.35	0.95	0	1	0.08
chr1	33327869	33338083	ENSG00000160097	FNDC5	NA	NA	0.674093111	0.3354	0.73	0.55	0	1	0.60
chr1	33351595	33364042	ENSG00000121905	HPCA	NA	NA	0.622374288	0.357366667	0.59	0.68	1	1	2.20
